Name;InternalName;Title;Class;ImageURL;AttackRange;MoveSpeed;HP;HPperLevel;hpregen;hpregenperlevel;Armor;ArmorperLevel;AttackDamage;AttackDamageperLevel;attackspeed;attackspeedperlevel;Spellblock;spellblockperlevel;Prv_attack;Prv_defense;Prv_magic;Lore;Image_Full;Image_Loading;Image_Sprite;Spell_Q_Name;Spell_Q_Desc;Spell_Q_Icon;Spell_W_Name;Spell_W_Desc;Spell_W_Icon;Spell_E_Name;Spell_E_Desc;Spell_E_Icon;Spell_R_Name;Spell_R_Desc;Spell_R_Icon;Passive_Name;Passive_Desc;Passive_Icon
Vayne;Vayne;the Night Hunter;Marksman;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Vayne.png;550;330;550;103;3.5;0.55;23;4.6;60;2.35;0.658;3.3;30;1.3;10;1;1;Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when slaying practitioners or creations of the dark arts, striking from the shadows with a flurry of silver bolts.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vayne_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Vayne_0.jpg;champion4.png;Tumble;Vayne tumbles, maneuvering to carefully place her next shot. Her next attack deals bonus damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VayneTumble.png;Silver Bolts;Vayne tips her bolts with a rare metal, toxic to evil things. The third consecutive attack or ability against the same target deals a percentage of the target's max health as bonus true damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VayneSilveredBolts.png;Condemn;Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, knocking them back and dealing damage. If they collide with terrain, they are impaled, dealing bonus damage and stunning them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VayneCondemn.png;Final Hour;Readying herself for an epic confrontation, Vayne gains increased Attack Damage, Invisibility during Tumble, reduced Tumble cooldown, and more bonus Move Speed from Night Hunter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VayneInquisition.png;Night Hunter;Vayne ruthlessly hunts evil-doers, gaining Move Speed when moving toward nearby enemy champions.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Vayne_NightHunter.png
Veigar;Veigar;the Tiny Master of Evil;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Veigar.png;550;340;580;108;6.5;0.6;18;5.2;52;2.7;0.625;2.24;32;1.3;2;2;10;An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been hidden away for thousands of years. Now a stubborn creature with an endless fascination for the mysteries of the universe, Veigar is often underestimated by others—but even though he believes himself truly evil, he possesses an inner morality that leads some to question his deeper motivations.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Veigar_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Veigar_0.jpg;champion4.png;Baleful Strike;Veigar unleashes a bolt of dark energy that deals magic damage to the first two enemies hit. Units killed by this bolt grant Veigar some ability power permanently.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VeigarBalefulStrike.png;Dark Matter;Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands. Stacks of Phenomenal Evil reduce Dark Matter's cooldown.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VeigarDarkMatter.png;Event Horizon;Veigar twists the edges of space, creating a cage that Stuns enemies that pass through.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VeigarEventHorizon.png;Primordial Burst;Blasts target enemy champion, dealing a large amount of magic damage, increasing based on the target's missing health.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VeigarR.png;Phenomenal Evil Power;Veigar is the greatest Evil to ever strike at the hearts of Runeterra - and he's only getting bigger! Striking an enemy Champion with a spell or scoring a takedown grants Veigar permanently increased Ability Power.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/VeigarEntropy.png
Vel'Koz;Velkoz;the Eye of the Void;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Velkoz.png;525;340;590;102;5.5;0.55;22;4.7;55;3.1416;0.643;1.59;30;1.3;2;2;10;It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to scrutinize and study the physical realm—and the strange, warlike beings that dwell there—for any weakness the Void might exploit. But Vel'Koz is far from a passive observer, striking back at threats with deadly plasma, or by disrupting the very fabric of the world itself.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Velkoz_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Velkoz_0.jpg;champion4.png;Plasma Fission;Vel'Koz shoots a bolt of plasma that splits in two on reactivation or upon hitting an enemy. The bolt slows and damages on hit.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VelkozQ.png;Void Rift;Vel'Koz opens a rift to the void that deals an initial burst of damage, then explodes for a second burst of damage after a delay.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VelkozW.png;Tectonic Disruption;Vel'Koz causes an area to explode, knocking up enemies, and knocking close enemies slightly away.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VelkozE.png;Life Form Disintegration Ray;Vel'Koz unleashes a channelled beam that follows the cursor for 2.5 seconds that deals magic damage. Organic Deconstruction Researches enemy champions causing them to take true damage instead.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VelkozR.png;Organic Deconstruction;Vel'Koz's abilities apply <keywordName>Organic Deconstruction</keywordName> to enemies on hit. If 3 stacks are accumulated, the enemy will take a burst of true damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/VelKoz_Passive.png
Vex;Vex;the Gloomist;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Vex.png;550;335;590;104;6.5;0.6;23;4.45;54;2.75;0.669;1.0;28;1.3;0;0;0;In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting cheer of the “normie” world. Though she lacks ambition, she is quick to strike down color and happiness, stopping all would-be interlopers with her magical malaise.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vex_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Vex_0.jpg;champion4.png;Mistral Bolt;Launch a damaging missile that accelerates mid-flight.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VexQ.png;Personal Space;Gain a shield and damage nearby enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VexW.png;Looming Darkness;Summon a damaging and slowing zone that applies Gloom to enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VexE.png;Shadow Surge;Fire a missile that marks an enemy champion.  Recast to dash to them and deal damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VexR.png;Doom 'n Gloom;Vex periodically becomes empowered, causing her next basic Ability to fear enemies and interrupt dashes. Whenever a nearby enemy dashes, Vex applies a mark that can be consumed for bonus damage that also reduces the cooldown of her empowered state.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Icons_Vex_Passive.png
Vi;Vi;the Piltover Enforcer;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Vi.png;125;340;655;99;10.0;1.0;30;4.7;63;3.0;0.644;2.0;32;2.05;8;5;3;Raised on the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with very little respect for authority. She has always been a shrewd survivor, both from her youthful troublemaking topside and an unfairly long stint in Stillwater Hold. Now working with the Piltover Enforcers to keep the peace instead of breaking it, she wields mighty hextech gauntlets that can punch through walls—and criminals—with equal ease.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vi_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Vi_0.jpg;champion5.png;Vault Breaker;Vi charges her gauntlets and unleashes a vault shattering punch, carrying her forward. Enemies she hits are knocked back and receive a stack of Denting Blows.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViQ.png;Denting Blows;Vi's punches break her opponent's Armor, dealing bonus damage and granting her Attack Speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViW.png;Relentless Force;Vi's next attack blasts through her target, dealing damage to enemies behind it.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViE.png;Cease and Desist;Vi runs down an enemy, knocking aside anyone in the way. When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViR.png;Blast Shield;Vi charges a shield over time. The shield can be activated by hitting an enemy with an ability.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/ViPassive.png
Viego;Viego;The Ruined King;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Viego.png;200;345;630;109;7.0;0.7;34;4.6;57;3.5;0.658;2.25;32;2.05;6;4;2;Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving specter tortured by an obsessive longing for his centuries-dead queen, Viego now stands as the Ruined King, controlling the deadly Harrowings as he scours Runeterra for anything that might one day restore her, and destroying all in his path as the Black Mist pours endlessly from his cruel, broken heart.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Viego_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Viego_0.jpg;champion5.png;Blade of the Ruined King;Viego's spectral blade passively deals bonus percent current Health damage <OnHit>On-Hit</OnHit> and strikes twice vs. enemies he recently hit with an Ability, stealing Health.<br><br>Viego can activate this Ability to thrust his zweihander forward, impaling enemies in front of him.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViegoQ.png;Spectral Maw;Viego charges up before dashing forward, releasing a ball of concentrated Black Mist that stuns the first enemy hit.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViegoW.png;Harrowed Path;Viego commands the Black Mist to haunt and surround a piece of terrain. Viego can hide in the Mist as a wraith, gaining camouflage, Move Speed, and Attack Speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViegoE.png;Heartbreaker;Viego teleports to a nearby location and executes an enemy champion on arrival, piercing their heart and causing a destructive shockwave around them that knocks away their allies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViegoR.png;Sovereign's Domination;Enemies who fall before Viego become wraiths. By attacking a wraith, Viego temporarily seizes control of the dead enemy's body, healing for a percentage of his target's max health and gaining access to their basic abilities and items. He replaces their Ultimate with a free cast of his own.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Viego_Passive.png
Viktor;Viktor;the Herald of the Arcane;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Viktor.png;525;335;600;100;8.0;0.65;23;4.4;53;3.0;0.658;2.11;30;1.3;2;4;10;The fully biomechanical evolution of his former self, Viktor has embraced his Glorious Evolution and become something of a messiah to his followers. He sacrificed his own humanity under the logic that eliminating emotion would thereby eliminate suffering—and now seeks to bring the revelation of the hexcore to the rest of the world, even if they're incapable of understanding the benefit. After all, to this master of the arcane, violence is merely a variable necessary to balance the ultimate equation.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Viktor_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Viktor_0.jpg;champion5.png;Siphon Power;Viktor blasts an enemy unit with magic damage, which grants him a shield and empowers his next basic attack.<br><br>Augment: Siphon Power's shield is increased by 60% and Viktor gains bonus move speed after casting the Ability.<br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViktorQ.png;Gravity Field;Viktor conjures a heavy gravitational field that slows enemies caught within its radius. Enemies who stay in the field for too long become stunned.<br><br>Augment: Viktor's spells apply a slow to enemies.<br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViktorW.png;Hextech Ray;Viktor uses his biomechanical arm to fire a Hextech Ray that cuts across the field in a line, dealing damage to all enemies in its path.<br><br>Augment: An explosion follows in the Hextech Ray's wake, dealing magic damage.<br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViktorE.png;Arcane Storm;Viktor conjures an Arcane Storm on the field, dealing magic damage and interrupting enemy channels. The storm periodically does magic damage to all nearby enemies and can be redirected by Viktor.<br><br>Augment: The Arcane Storm moves 25% faster, and whenever champions die after taking damage from it, the storm grows and increases in its duration.<br><br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/ViktorR.png;Glorious Evolution;Viktor gains Hex Fragments whenever he kills an enemy. With every 100 Hex Fragments he obtains, Viktor permanently augments an active ability. After upgrading all of his basic abilities, he can gather 100 Hex Fragments to augment his ultimate ability.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Viktor_Passive.ViktorVGU.png
Vladimir;Vladimir;the Crimson Reaper;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Vladimir.png;450;330;600;110;7.0;0.6;24;4.5;55;3.0;0.658;2.0;30;1.3;2;6;8;A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily as his own. In the flamboyant salons of the Noxian aristocracy, this has enabled him to build a fanatical cult of personality around himself—while in the lowest back alleys, it allows him to bleed his enemies dry.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Vladimir_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Vladimir_0.jpg;champion5.png;Transfusion;Vladimir steals life from the target enemy. When Vladimir's resource is full, Transfusion will benefit from massively increased damage and healing for a brief time.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VladimirQ.png;Sanguine Pool;Vladimir sinks into a pool of blood, becoming untargetable for 2 seconds. Additionally, enemies on the pool are slowed and Vladimir siphons life from them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VladimirSanguinePool.png;Tides of Blood;Vladimir pays his own health to charge up a reservoir of blood which, when released, deals damage in the area around him but can be blocked by enemy units.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VladimirE.png;Hemoplague;Vladimir infects an area with a virulent plague. Affected enemies take increased damage for the duration. After a few seconds, Hemoplague deals magic damage to infected enemies and heals Vladimir for each enemy Champion hit.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VladimirHemoplague.png;Crimson Pact;Every 30 points of bonus Health gives Vladimir 1 Ability Power and every 1 point of Ability Power gives Vladimir 1.6 bonus Health (does not stack with itself).;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/VladimirP.png
Volibear;Volibear;the Relentless Storm;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Volibear.png;150;340;650;104;9.0;0.75;35;5.2;65;3.5;0.625;2.0;32;2.05;7;7;4;To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created. Cultivating a deep hatred of civilization and the weakness it brought with it, he now fights to return to the old ways—when the land was untamed, and blood spilled freely—and eagerly battles all who oppose him, with tooth, claw, and thundering domination.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Volibear_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Volibear_0.jpg;champion5.png;Thundering Smash;Volibear gains speed towards enemies, <status>Stunning</status> and damaging the first one he Attacks.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VolibearQ.png;Frenzied Maul;Volibear damages an enemy, applying on-hit effects and marking them.  Casting this ability again on the same target deals bonus damage and Heals Volibear.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VolibearW.png;Sky Splitter;Volibear summons a lightning bolt at a location, dealing damage and Slowing enemies while granting Volibear a Shield if he's inside the blast radius.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VolibearE.png;Stormbringer;Volibear leaps to a target location, Slowing and damaging enemies beneath him while gaining bonus Health.  Enemy towers near his landing location become temporarily disabled.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/VolibearR.png;The Relentless Storm;Volibear's Attacks and abilities grant Attack Speed, and eventually cause his Attacks to deal bonus magic damage to nearby enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Volibear_Icon_P.png
Warwick;Warwick;the Uncaged Wrath of Zaun;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Warwick.png;125;335;620;99;4.0;0.75;33;4.4;65;2.5;0.638;2.0;32;2.05;9;5;3;Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. He bursts from the shadows to prey upon those criminals who terrorize the city's depths. Warwick is drawn to blood, driven mad by its scent… and none who spill it can escape him.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Warwick_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Warwick_0.jpg;champion5.png;Jaws of the Beast;Warwick lunges forward and bites his target, dealing damage based on their maximum health and healing for damage dealt.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/WarwickQ.png;Blood Hunt;Warwick senses enemies below 50% health, gaining Move Speed toward and attack speed against them. When they fall below 25% health, he frenzies and these bonuses triple.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/WarwickW.png;Primal Howl;Warwick gains damage reduction for 2.5 seconds. At the end, or if re-activated, he howls, causing nearby enemies to flee for 1 second.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/WarwickE.png;Infinite Duress;Warwick leaps in a direction (scaling with his bonus Move Speed), suppressing the first champion he collides with for 1.5 seconds.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/WarwickR.png;Eternal Hunger;Warwick's basic attacks deal bonus magic damage. If Warwick is below 50% health, he heals the same amount. If Warwick is below 25% health, this healing triples.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/WarwickP.png
Xayah;Xayah;the Rebel;Marksman;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Xayah.png;525;330;630;107;3.25;0.75;25;4.2;60;3.5;0.658;3.9;30;1.3;10;6;1;Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Xayah_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Xayah_0.jpg;champion5.png;Double Daggers;Xayah throws two damaging daggers that also drop Feathers she can recall.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XayahQ.png;Deadly Plumage;Xayah creates a storm of blades that increase her Attack Speed and damage while also granting her Move Speed if she attacks a champion.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XayahW.png;Bladecaller;Xayah calls back all her dropped Feathers dealing damage and rooting enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XayahE.png;Featherstorm;Xayah leaps into the air becoming untargetable and throwing out a fan of daggers, dropping Feathers she can recall.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XayahR.png;Clean Cuts;After using an ability, Xayah's next basic attacks will hit all targets along their path and leave a <font color='#C200E1'>Feather</font>.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/XayahPassive.png
Xerath;Xerath;the Magus Ascendant;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Xerath.png;525;340;596;106;5.5;0.55;22;4.7;55;3.0;0.658;1.36;30;1.3;1;3;10;Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven insane with power, he now seeks to take what he believes is rightfully his and replace the upstart civilizations of the world with one fashioned in his image.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Xerath_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Xerath_0.jpg;champion5.png;Arcanopulse;Fires a long-range beam of energy, dealing magic damage to all targets hit.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XerathArcanopulseChargeUp.png;Eye of Destruction;Calls down a barrage of arcane energy, slowing and dealing magic damage to all enemies in an area. Targets in the middle receive additional damage and a stronger slow.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XerathArcaneBarrage2.png;Shocking Orb;Deals magic damage to an enemy and stuns them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XerathMageSpear.png;Rite of the Arcane;Xerath immobilizes himself and gains numerous long-range barrages.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XerathLocusOfPower2.png;Mana Surge;Xerath's basic attacks periodically restore Mana. Whenever Xerath kills a unit, this cooldown is reduced.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Xerath_Passive1.png
Xin Zhao;XinZhao;the Seneschal of Demacia;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/XinZhao.png;175;345;620;106;8.0;0.7;35;4.4;63;3.0;0.645;3.5;32;2.05;8;6;3;Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave liberators. Armed with his favored three-talon spear, Xin Zhao now fights for his adopted kingdom, audaciously challenging any foe, no matter the odds.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/XinZhao_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/XinZhao_0.jpg;champion5.png;Three Talon Strike;Xin Zhao's next 3 standard attacks deal increased damage with the third attack knocking an opponent into the air.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XinZhaoQ.png;Wind Becomes Lightning;Xin Zhao slashes in front of himself with his spear, then thrusts it forward, slowing affected enemies and marking them as Challenged.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XinZhaoW.png;Audacious Charge;Xin Zhao charges to an enemy, gaining increased Attack Speed and dealing damage to all enemies in the area, slowing them briefly. This Ability gains increased range against Challenged targets.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XinZhaoE.png;Crescent Guard;Xin Zhao passively challenges an enemy he damaged recently. When activated, Xin Zhao deals damage to nearby enemies based on their current Health and knocks non-challenged targets back, becoming impervious to damage dealt by champions outside of the circle created.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/XinZhaoR.png;Determination;Every third attack deals bonus damage and heals Xin Zhao.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/XinZhaoReworkP.XinZhaoRework.png
Yasuo;Yasuo;the Unforgiven;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Yasuo.png;175;345;590;110;6.5;0.9;32;4.6;60;2.5;0.697;3.5;32;2.05;8;4;4;An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self defense. Even after his master's true killer was revealed, Yasuo still could not forgive himself for all he had done, and now wanders his homeland with only the wind to guide his blade.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yasuo_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Yasuo_0.jpg;champion5.png;Steel Tempest;Thrusts forward, damaging all enemies in a line.<br><br>On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Steel Tempest fires a whirlwind that knocks <font color='#6655CC'>Airborne</font>.<br><br>Steel Tempest is treated as a basic attack and scales with all the same things.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YasuoQ1Wrapper.png;Wind Wall;Creates a moving wall that blocks all enemy projectiles for 4 seconds.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YasuoW.png;Sweeping Blade;Dashes through target enemy, dealing magic damage. Each cast increases subsequent dash's damage, up to a max amount.<br><br>Cannot be re-cast on the same enemy for a few seconds.<br><br><font color='#99FF99'>If Steel Tempest is cast while dashing, it will strike as a circle.</font>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YasuoE.png;Last Breath;Blinks to an <factionIonia1>Airborne</factionIonia1> enemy champion, dealing physical damage and holding all <factionIonia1>Airborne</factionIonia1> enemies in the area in the air. Grants maximum Flow but resets all stacks of Gathering Storm.<br><br>For a moderate time afterwards, Yasuo's critical strikes gain significant Bonus Armor Penetration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YasuoR.png;Way of the Wanderer;Yasuo's Critical Strike Chance is increased. Additionally, Yasuo builds toward a shield whenever he is moving. The shield triggers when he takes damage from a champion or monster.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Yasuo_Passive.png
Yone;Yone;the Unforgotten;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Yone.png;175;345;620;105;7.5;0.75;33;4.6;62;2.0;0.625;3.5;32;2.05;8;4;4;In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own sword. Now, cursed to wear its demonic mask upon his face, Yone tirelessly hunts all such creatures in order to understand what he has become.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yone_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Yone_0.jpg;champion5.png;Mortal Steel;Thrusts forward, damaging all enemies in a line.<br><br>On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Mortal Steel dashes Yone forward with a gust of wind knocking enemies <status>Airborne</status>.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YoneQ.png;Spirit Cleave;Cleaves forward, damaging all enemies in a cone. Grants a shield to Yone, the value is increased by the number of champions hit by the swipe.<br><br>Spirit Cleave's cooldown and cast time scale with attack speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YoneW.png;Soul Unbound;Yone's spirit leaves his body behind, gaining Move Speed. When this ability ends, Yone's spirit is forced back to his body and he repeats a portion of the damage he dealt as a spirit.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YoneE.png;Fate Sealed;Yone blinks behind the last champion in a line with a slash so powerful it pulls all enemies hit towards him.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/YoneR.png;Way of the Hunter;Yone deals magic damage with every second Attack. In addition, his critical strike chance is increased.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/YonePassive.png
